[0.11824480739591502, 0.05967799194471302]
[0.13046717645735678, 0.04724234772170104]
[0.14169949919614686, 5.803976051675956E-4]
[0.11092347991135325, 0.04470884723187132]
[0.1826241971618751, 0.007677102830189951]
[0.22880823546623325, 0.0]
[0.1651135463351522, 0.0]
[0.1, 0.10314905644202613]
[0.17925105118401805, 0.0028959182958079605]
[0.272003559929751, 0.07798559169085927]
[0.1922664615662861, 7.269710614344733E-4]
[0.11216523826359073, 0.04488496809057588]
[0.18499149909143245, 0.0]
[0.24924527519184694, 0.03337760410985339]
[0.1548583493816223, 0.0]
[0.1088241409513604, 0.037953114536127874]
------------------
[0.15027329102371462, 0.08297069769937085]
[0.10924388985947667, 0.0923218530339302]
[0.1130497020214521, 0.0671888636736915]
[0.11912604281927236, 0.0681833929771631]
------------------
