[0.11824480739591502, 8.961729612334093]
[0.13046717645735678, 8.026864504605818]
[0.14169949919614686, 7.061283937356187]
[0.11092347991135325, 9.418284100595939]
[0.1826241971618751, 5.517763354967695]
[0.22880823546623325, 4.3704720591124735]
[0.1651135463351522, 6.056438264430293]
[0.1, 11.03149056442026]
[0.17925105118401805, 5.594923497917126]
[0.272003559929751, 3.9631304530325453]
[0.1922664615662861, 5.204896178507046]
[0.11216523826359073, 9.315586399728172]
[0.18499149909143245, 5.405653799830812]
[0.24924527519184694, 4.146026853726519]
[0.1548583493816223, 6.457514263797741]
[0.1088241409513604, 9.537893940279732]
------------------
[0.15027329102371462, 7.206674521611877]
[0.10924388985947667, 9.998928584829898]
[0.1130497020214521, 9.439997139233359]
[0.11912604281927236, 8.966833512615858]
------------------
