(1.0, 1.0)
(0.1, 10.0)
(1.0, 1.0)
(0.11169695013480684, 8.953404903689217)
(0.1343754114859845, 7.4437092931253295)
(0.1426061011930556, 7.01232269611124)
(0.9998054569117047, 1.0001945809426727)
(0.1040946356979381, 9.619432120972496)
(0.1370488145577106, 7.307647353196135)
(0.11011816809649862, 9.081153612396468)
(0.10261324157079675, 9.751422177939542)
(0.1049272832135547, 9.530409721604402)
(0.1357831860852159, 7.364682099685097)
(0.10687982676848223, 9.370635181283873)
(0.1411788214263888, 7.083215385258079)
(0.13963698500828206, 7.1614264654932835)
(0.146267513412403, 6.83678813340108)
(0.10077306270535118, 9.92328677082967)
(0.14253428976626858, 7.015855634737619)
(0.9995456833234035, 1.0005270499947925)
(0.10346184923821405, 9.667136174829869)
(0.10293273641906475, 9.719802671080965)
(0.10581110405540181, 9.450803948481704)
(0.10281545286904109, 9.726535832786606)
(0.10389786031807097, 9.638881738357037)
(0.10350901332918075, 9.660994418136193)
(0.14554115725225206, 6.8709086754532205)
(0.9997496162722516, 1.0002504464354605)
(0.1109270338155084, 9.017935536420442)
(0.1104984743131162, 9.060931186562822)
(0.13812571512205526, 7.241668963360508)
(0.11164357188083063, 8.957076373975289)
(0.10050116325820796, 9.961093047526303)
(0.11288154695740436, 8.858843867344838)
(0.10056853789263766, 9.943467618745277)
(0.11133225614806842, 8.982184266901692)
(0.1, 10.0)
(0.10027008102450939, 9.975915797388371)
(0.10481664260806806, 9.550634868068727)
(0.9972310650240982, 1.0027766232651756)
(0.14028194962114393, 7.128500870572984)
(0.11131660805583926, 8.987557507108466)
(0.1120654697039874, 8.92335527296165)
(0.10053475066709743, 9.94680937053615)
(0.1024623054175354, 9.763350770119517)
(0.11400661020009177, 8.77142122061967)
(0.9983493827016197, 1.00165334634045)
(0.11368909616279994, 8.799522965580362)
(0.14040058698321406, 7.122477344909943)
(0.10160847820232508, 9.841698426077967)
(0.10135607666795284, 9.873998432963875)
(0.10520624969428843, 9.505138743238456)
(0.13897010486775738, 7.197624723534891)
(0.14309476932828652, 6.988375638705636)
(0.10445493957978014, 9.586611009883029)
(0.14345940388236295, 6.976294456280573)
(0.1415418338738701, 7.065049057447665)
(0.11349083286306615, 8.821762219899497)
(0.10981620548084443, 9.106945496735834)
(0.998824229931161, 1.0011771541314332)
(0.10945176953292993, 9.159498395392665)
(0.10781777914612276, 9.274908163752148)
(0.10992625687192817, 9.097096167958407)
(0.1, 10.0)
(1.0, 1.0)
(0.10762086017799911, 9.291878901042546)
(0.997733163908179, 1.0022719863123941)
(0.10100910520966241, 9.901189136403524)
(1.0, 1.0)
(0.14214698480464652, 7.0349715920763725)
(0.10500904400542527, 9.522989276507795)
(0.9987627484987475, 1.00123878418885)
(0.10742948498966445, 9.308431480391139)
(0.10099699638760362, 9.91306162023305)
(0.11100785056841554, 9.010639213076136)
(0.10537255868421869, 9.490136829616217)
(0.10644329968340564, 9.394673060439693)
(0.10462962633645377, 9.55932634730915)
(0.10768032655816431, 9.286747467837987)
(0.9999971705452947, 1.000158548836159)
(0.10343191753158229, 9.668195503526812)
(1.0, 1.0)
(1.0, 1.0)
(0.10269975783764008, 9.73712130442331)
(0.11191954238191218, 8.943653817058538)
(0.10311374484396661, 9.69802814855785)
(0.14008344439622405, 7.1386023117158235)
(1.0, 1.0)
------------------
(0.9999887823201994, 1.0004307175466174)
(0.10593987753838315, 9.451501489088995)
(0.10084137435412474, 9.92347415988903)
(0.11403911073284087, 8.785229021591599)
(0.9990276441036555, 1.00194293122412)
(1.0, 1.000154429045311)
(0.10080418804718565, 9.927518006095287)
(0.10590478366807918, 9.453220123008244)
(0.1, 10.002347929000495)
------------------
(1.0, 1.0002699238142807)
(0.10089648679847617, 9.928208300989198)
------------------
(1.0, 1.0011601120083444)
------------------
